MovieID,Title,IMDbRating,Plot,Director,Actors,Genre,Runtime,Released
136,From the Journals of Jean Seberg,7.1,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema, politics, American society and culture, ...",Mark Rappaport,"Mary Beth Hurt, Jean Seberg","Documentary, Biography",97 min,01 Mar 1996
137,Man of the Year,6.0,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling of Dirk's decision to send a photograph ...",Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein","Comedy, Romance",86 min,15 Mar 1996
139,Target,8.1,A cynical woman (Champa) leads exploited workers in a revolt against a cruel landowner (Mohan Agashe) in India,Sandip Ray,"Mohan Agashe, Barun Chakraborty, Champa",Drama,122 min,28 Feb 1996
140,Up Close and Personal 4,N/A,N/A,Steve Drake,"Johnnie Black, Paul Cox, John Decker, Dejana",Adult,88 min,N/A
143,Gospa,4.0,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the ...",Jakov Sedlar,"Martin Sheen, Michael York, Morgan Fairchild","Drama, History",125 min,13 Oct 1995
145,Bad Boys,6.8,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Michael Bay,"Will Smith, Martin Lawrence, Lisa Boyle","Action, Comedy, Crime",119 min,07 Apr 1995
149,Amateur,6.8,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn","Comedy, Crime, Drama",105 min,19 May 1995
150,Apollo 13,7.7,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon","Adventure, Drama, History",140 min,30 Jun 1995
151,Rob Roy,6.9,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt","Adventure, Biography, Drama",139 min,14 Apr 1995
153,Batman Forever,5.4,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",Joel Schumacher,"Val Kilmer, Tommy Lee Jones, Jim Carrey","Action, Adventure",121 min,16 Jun 1995
154,Belle de Jour,7.6,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli","Drama, Romance",100 min,10 Apr 1968
155,Beyond Rangoon,6.5,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she is left on her own for a few days, durin...",John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand","Action, Adventure, Drama",100 min,25 Aug 1995
156,Blue in the Face,6.6,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.","Paul Auster, Wayne Wang, Harvey Wang","Harvey Keitel, Lou Reed, Michael J. Fox",Comedy,83 min,13 Oct 1995
158,Casper,6.2,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,Brad Silberling,"Bill Pullman, Christina Ricci, Cathy Moriarty","Comedy, Family, Fantasy",100 min,26 May 1995
159,Clockers,6.9,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo","Crime, Drama, Mystery",128 min,13 Sep 1995
160,Congo,5.3,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,"Laura Linney, Tim Curry, Dylan Walsh","Action, Adventure, Mystery",109 min,09 Jun 1995
161,Crimson Tide,7.4,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so.",Tony Scott,"Gene Hackman, Denzel Washington, Matt Craven","Action, Drama, Thriller",116 min,12 May 1995
162,Crumb,8.0,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,Terry Zwigoff,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb","Documentary, Biography, Comedy",119 min,28 Apr 1995
163,Desperado,7.1,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida","Action, Crime, Drama",104 min,25 Aug 1995
164,Devil in a Blue Dress,6.8,"A Black war hero is hired to find a mysterious woman, and gets mixed up in a murderous political scandal in 1948 Los Angeles.",Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals","Crime, Drama, Mystery",102 min,29 Sep 1995
165,Die Hard with a Vengeance,7.6,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson","Action, Adventure, Thriller",128 min,19 May 1995
167,Feast of July,6.1,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",Christopher Menaul,"Embeth Davidtz, Tom Bell, Gemma Jones","Crime, Drama, Mystery",116 min,13 Oct 1995
168,First Knight,6.0,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond","Action, Adventure, Drama",134 min,07 Jul 1995
169,Free Willy 2: The Adventure Home,5.1,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,Dwight H. Little,"Jason James Richter, Michael Madsen, Francis Capra","Adventure, Drama, Family",95 min,19 Jul 1995
170,Hackers,6.2,Teenage hackers discover a criminal conspiracy with plans to use a computer virus that will capsize five oil tankers.,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford","Crime, Drama, Romance",105 min,15 Sep 1995
171,Jeffrey,6.8,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,Christopher Ashley,"Steven Weber, Michael T. Weiss, Peter Jacobson","Comedy, Drama",92 min,18 Aug 1995
172,Johnny Mnemonic,5.6,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer","Action, Drama, Sci-Fi",96 min,26 May 1995
173,Judge Dredd,5.6,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider","Action, Crime, Sci-Fi",96 min,30 Jun 1995
174,Jury Duty,4.3,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.,John Fortenberry,"Pauly Shore, Tia Carrere, Stanley Tucci",Comedy,88 min,12 Apr 1995
175,Kids,7.0,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",Larry Clark,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny",Drama,91 min,01 Sep 1995
176,Living in Oblivion,7.5,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney","Comedy, Drama",90 min,21 Jul 1995
177,Lord of Illusions,6.0,A private detective guards an illusionist's beautiful Wife.,Clive Barker,"Scott Bakula, Kevin J. O'Connor, J. Trevor Edmond","Horror, Mystery, Thriller",109 min,25 Aug 1995
179,Mad Love,5.3,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,Antonia Bird,"Chris O'Donnell, Drew Barrymore, Matthew Lillard","Comedy, Drama, Romance",93 min,26 May 1995
180,Mallrats,7.0,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee","Comedy, Romance",94 min,20 Oct 1995
181,Mighty Morphin Power Rangers the Movie: Secrets Revealed,6.3,A behind the scenes look at the making of 'Mighty Morphin Power Rangers the Movie'.,Thomas C. Grane,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas","Documentary, Short",20 min,01 Jul 1995
182,Moonlight and Valentino,5.7,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.,David Anspaugh,"Elizabeth Perkins, Whoopi Goldberg, Kathleen Turner","Comedy, Drama, Romance",105 min,29 Sep 1995
184,Nadja,6.0,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are bei...",Michael Almereyda,"Elina Löwensohn, Peter Fonda, Nic Ratner","Drama, Horror",93 min,01 Sep 1995
186,Nine Months,5.5,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold","Comedy, Romance",103 min,12 Jul 1995
187,Party Girl,6.5,"A 20-something, irresponsible party girl is bailed out of jail by her librarian godmother. To repay the loan, she starts working at the library and gradually turns her life around.",Daisy von Scherler Mayer,"Parker Posey, Omar Townsend, The Lady Bunny","Comedy, Drama, Romance",94 min,09 Jun 1995
189,Reckless,5.2,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.",Norman René,"Mia Farrow, Tony Goldwyn, Juana Barrios","Comedy, Drama, Fantasy",91 min,17 Nov 1995
190,Safe,7.1,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,Todd Haynes,"Julianne Moore, Xander Berkeley, Dean Norris",Drama,119 min,30 Jun 1995
192,The Kathy & Mo Show: The Dark Side,7.2,"The Kathy &amp; Mo Show: The Dark Side is a no-holds barred frank and funny look at religion, gay rights and feminism.",Dean Parisot,"Kathy Najimy, Mo Gaffney",Comedy,79 min,08 Jul 1995
193,Showgirls,5.1,"A mysterious young drifter who calls herself Nomi Malone hitches a ride to Las Vegas, where she finds work as a stripper and sets about clawing her way to the top of the Vegas showgirls.",Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon",Drama,128 min,22 Sep 1995
194,Smoke,7.4,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",Wayne Wang,"Harvey Keitel, William Hurt, Giancarlo Esposito","Comedy, Drama",112 min,09 Jun 1995
195,Something to Talk About,5.7,A woman's world is rocked when she discovers her husband is cheating on her.,Lasse Hallström,"Julia Roberts, Dennis Quaid, Robert Duvall","Comedy, Drama, Romance",106 min,04 Aug 1995
196,Species,5.9,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,Roger Donaldson,"Natasha Henstridge, Michael Madsen, Ben Kingsley","Action, Horror, Sci-Fi",108 min,07 Jul 1995
198,Strange Days,7.2,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis","Crime, Drama, Sci-Fi",145 min,13 Oct 1995
201,Three Wishes,6.1,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",Martha Coolidge,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello","Drama, Family, Fantasy",115 min,27 Oct 1995
202,Total Eclipse,6.5,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",Agnieszka Holland,"Leonardo DiCaprio, David Thewlis, Romane Bohringer","Biography, Drama, Romance",111 min,03 Nov 1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",6.8,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.",Beeban Kidron,"Wesley Snipes, Patrick Swayze, John Leguizamo","Comedy, Drama",109 min,08 Sep 1995
204,Under Siege 2: Dark Territory,5.6,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill","Action, Adventure, Thriller",100 min,14 Jul 1995
